employee_id,age,gender,department,job_role,education_level,tenure_years,monthly_income,job_satisfaction,work_life_balance,overtime_hours,performance_rating,attrition
EMP1693,54,Other,IT,DevOps Engineer,Bachelors,10,99006,5,2,40,1,False
EMP1694,30,Female,R&D,Product Developer,PhD,9,40178,4,1,24,1,True
EMP1695,37,Male,Marketing,Content Creator,Masters,8,137763,1,5,79,1,True
EMP1696,56,Other,HR,HR Manager,High School,32,80266,2,5,17,3,True
EMP1697,50,Other,Marketing,Marketing Specialist,High School,0,69266,4,4,22,1,True
EMP1698,41,Other,Finance,Financial Analyst,PhD,12,91304,2,4,34,5,False
EMP1699,47,Female,Marketing,Marketing Specialist,Masters,10,87046,2,3,4,5,False
EMP1700,29,Other,R&D,Product Developer,High School,4,67391,5,4,30,1,False
EMP1701,36,Female,Operations,Logistics Manager,Bachelors,8,106522,3,1,3,4,False
EMP1702,43,Male,IT,DevOps Engineer,Masters,7,162468,3,4,21,5,False
EMP1703,25,Female,Operations,Logistics Manager,Bachelors,0,111418,3,4,11,2,True
EMP1704,24,Other,Marketing,Marketing Specialist,PhD,1,56148,4,2,11,5,False
EMP1705,45,Other,Sales,Sales Executive,Masters,9,53381,1,1,11,4,True
EMP1706,46,Female,Marketing,Content Creator,High School,2,107792,4,1,12,4,True
EMP1707,26,Female,R&D,Product Developer,PhD,4,63240,3,5,51,3,False
EMP1708,26,Female,Operations,Logistics Manager,High School,1,132930,3,5,13,3,False
EMP1709,46,Female,HR,HR Manager,PhD,22,105053,2,5,49,1,True
EMP1710,60,Female,IT,Software Engineer,PhD,28,178459,5,5,32,1,False
EMP1711,41,Female,Marketing,Content Creator,PhD,2,71426,3,3,31,4,False
EMP1712,36,Other,Operations,Logistics Manager,PhD,4,31493,3,2,6,5,False
EMP1713,43,Female,Finance,Financial Analyst,Masters,12,124265,1,1,39,5,True
EMP1714,22,Other,HR,HR Generalist,Bachelors,2,121461,4,4,8,5,False
EMP1715,24,Male,Finance,Financial Analyst,Bachelors,0,139055,3,1,2,2,True
EMP1716,38,Other,Operations,Operations Associate,Bachelors,2,43643,4,1,35,5,False
EMP1717,39,Female,HR,HR Manager,Bachelors,18,38924,1,2,2,4,True
EMP1718,25,Male,IT,DevOps Engineer,High School,5,94095,2,5,23,2,True
EMP1719,57,Male,IT,DevOps Engineer,PhD,21,111393,5,1,39,4,False
EMP1720,24,Male,HR,HR Manager,Masters,3,43931,5,4,80,4,True
EMP1721,27,Female,R&D,Research Scientist,Masters,2,132939,5,1,19,2,False
EMP1722,26,Female,Sales,Sales Manager,PhD,6,141968,3,4,26,2,False
EMP1723,34,Male,HR,HR Generalist,Bachelors,9,43537,5,2,2,2,True
EMP1724,35,Female,Sales,Sales Manager,Bachelors,8,96627,1,1,63,5,True
EMP1725,56,Other,IT,Data Scientist,Masters,0,68555,1,4,17,5,False
EMP1726,53,Female,Operations,Logistics Manager,PhD,1,155476,5,1,33,5,False
EMP1727,32,Female,Finance,Accountant,Bachelors,6,137505,3,4,78,1,True
EMP1728,34,Other,HR,HR Generalist,Masters,6,122802,4,5,40,2,True
EMP1729,36,Other,Finance,Financial Analyst,Masters,16,110104,3,5,22,1,False
EMP1730,60,Other,Operations,Operations Associate,Bachelors,16,32896,4,1,8,1,True
EMP1731,57,Male,Marketing,Marketing Specialist,Masters,35,38976,3,2,26,4,False
EMP1732,30,Male,HR,HR Generalist,Masters,9,88235,1,3,71,3,True
EMP1733,37,Female,Finance,Financial Analyst,PhD,17,49891,4,5,17,5,False
EMP1734,47,Male,Finance,Accountant,PhD,12,80068,1,5,5,5,True
EMP1735,34,Male,R&D,Product Developer,Masters,5,131121,1,1,10,5,True
EMP1736,46,Other,Marketing,Marketing Specialist,High School,3,100763,2,1,40,1,True
EMP1737,41,Male,Finance,Accountant,Bachelors,10,130306,3,3,34,4,False
EMP1738,47,Other,HR,HR Generalist,High School,25,153834,1,5,30,2,True
EMP1739,26,Female,Operations,Operations Associate,PhD,6,70785,3,3,17,5,False
EMP1740,52,Male,HR,HR Generalist,Bachelors,23,89976,5,5,35,3,False
EMP1741,46,Other,R&D,Product Developer,High School,15,120302,2,1,28,5,True
EMP1742,40,Male,Marketing,Marketing Specialist,High School,1,65971,1,1,0,5,True
EMP1743,44,Other,R&D,Product Developer,PhD,21,60487,4,2,41,1,True
EMP1744,22,Other,Sales,Sales Executive,PhD,0,102248,4,4,7,1,False
EMP1745,22,Other,Operations,Operations Associate,PhD,1,39888,4,4,36,2,True
EMP1746,44,Other,Operations,Operations Associate,PhD,21,96991,5,2,35,1,False
EMP1747,47,Other,Operations,Logistics Manager,Bachelors,6,55967,3,4,3,1,False
EMP1748,51,Other,Operations,Operations Associate,High School,18,53919,2,2,14,1,True
EMP1749,60,Other,Sales,Sales Manager,PhD,0,27686,1,1,34,3,True
EMP1750,59,Other,Operations,Logistics Manager,Bachelors,6,138473,4,4,9,2,False
EMP1751,55,Male,HR,HR Generalist,Masters,10,130160,5,3,38,5,False
EMP1752,59,Female,R&D,Product Developer,Masters,7,136875,5,4,19,5,False
EMP1753,52,Male,IT,Data Scientist,High School,13,161040,2,4,58,3,False
EMP1754,46,Other,Sales,Sales Executive,High School,15,131890,4,3,17,5,False
EMP1755,44,Female,HR,HR Generalist,PhD,2,72416,3,3,22,1,False
EMP1756,45,Male,Sales,Sales Manager,Masters,6,82279,5,2,1,1,True
EMP1757,31,Other,R&D,Product Developer,Masters,1,34960,1,3,10,4,True
EMP1758,22,Male,IT,IT Manager,High School,2,93980,3,3,28,4,False
EMP1759,58,Male,Operations,Logistics Manager,PhD,26,100200,4,2,33,2,True
EMP1760,27,Female,Sales,Sales Executive,High School,1,150162,5,4,38,3,False
EMP1761,40,Other,IT,Data Scientist,Masters,5,144233,2,2,7,3,False
EMP1762,58,Other,HR,HR Manager,Bachelors,8,115022,5,4,8,5,False
EMP1763,41,Male,HR,HR Generalist,Masters,17,62226,3,5,5,4,False
EMP1764,46,Female,HR,HR Generalist,Masters,3,50675,1,4,56,3,True
EMP1765,55,Male,Marketing,Content Creator,High School,5,70219,4,5,5,1,False
EMP1766,36,Female,R&D,Research Scientist,PhD,16,67937,5,5,27,3,False
EMP1767,58,Female,Finance,Accountant,Bachelors,27,139638,5,5,57,3,False
EMP1768,59,Male,Marketing,Marketing Specialist,PhD,26,53555,1,5,3,5,True
EMP1769,26,Male,Sales,Sales Executive,PhD,0,143077,4,3,10,5,False
EMP1770,45,Other,HR,HR Generalist,High School,14,82518,2,2,34,1,True
EMP1771,46,Female,Marketing,Marketing Specialist,Bachelors,7,83948,2,1,27,2,True
EMP1772,29,Other,Marketing,Marketing Specialist,High School,4,151773,5,5,1,1,True
EMP1773,28,Female,Operations,Operations Associate,High School,3,122479,3,3,40,4,False
EMP1774,32,Male,HR,HR Manager,Masters,1,77564,4,2,11,5,True
EMP1775,49,Other,R&D,Product Developer,Masters,10,83201,2,5,24,4,False
EMP1776,23,Other,HR,HR Generalist,High School,3,115544,2,2,33,1,False
EMP1777,42,Male,Operations,Logistics Manager,PhD,7,62547,5,4,14,2,False
EMP1778,37,Female,Sales,Sales Manager,Masters,2,88352,2,1,18,1,True
EMP1779,59,Other,HR,HR Generalist,Bachelors,36,32601,3,2,17,4,True
EMP1780,46,Male,IT,Data Scientist,Bachelors,15,104912,4,5,68,4,False
EMP1781,54,Other,R&D,Product Developer,Masters,5,81639,4,4,20,4,False
EMP1782,26,Female,Finance,Accountant,PhD,4,117701,5,4,34,2,False
EMP1783,45,Other,Finance,Financial Analyst,PhD,10,100797,5,2,30,3,False
EMP1784,42,Other,Sales,Sales Executive,High School,16,115859,3,5,60,3,False
EMP1785,25,Female,HR,HR Manager,PhD,3,130090,1,3,27,2,True
EMP1786,36,Female,Marketing,Marketing Specialist,PhD,3,148686,1,5,9,5,True
EMP1787,43,Male,Marketing,Marketing Specialist,Masters,15,140085,5,4,44,2,False
EMP1788,33,Male,HR,HR Manager,Bachelors,2,56126,2,5,40,1,True
EMP1789,42,Female,HR,HR Manager,PhD,7,77529,2,5,9,3,True
EMP1790,41,Male,Operations,Logistics Manager,PhD,12,85524,5,2,29,1,True
EMP1791,32,Male,HR,HR Generalist,PhD,11,85067,3,4,12,5,False
EMP1792,42,Male,HR,HR Manager,Bachelors,15,58632,3,3,43,1,True
EMP1793,45,Other,HR,HR Manager,Masters,22,35299,1,1,3,3,True
EMP1794,35,Male,Finance,Accountant,PhD,10,77844,5,1,22,4,False
EMP1795,33,Female,Finance,Financial Analyst,High School,12,131882,2,3,2,4,False
EMP1796,38,Male,HR,HR Manager,Bachelors,5,111586,3,5,19,1,False
EMP1797,52,Other,IT,Data Scientist,High School,13,176616,1,4,39,5,True
EMP1798,30,Female,HR,HR Manager,Masters,3,141306,1,4,8,1,True
EMP1799,24,Other,IT,Software Engineer,PhD,3,75867,1,2,35,3,True
EMP1800,24,Female,Sales,Sales Manager,Bachelors,0,142383,1,1,1,3,True
EMP1801,51,Female,IT,IT Manager,PhD,28,170795,4,4,50,4,True
EMP1802,30,Female,Marketing,Marketing Specialist,PhD,0,59325,1,2,9,4,False
EMP1803,53,Male,HR,HR Manager,PhD,15,63607,4,5,19,1,False
EMP1804,56,Other,Finance,Accountant,High School,9,78557,2,5,27,3,True
EMP1805,25,Other,HR,HR Manager,PhD,3,70215,1,3,37,5,False
EMP1806,34,Female,Sales,Sales Executive,PhD,9,57515,4,3,63,4,False
EMP1807,59,Female,Operations,Logistics Manager,High School,9,128021,1,2,60,5,True
EMP1808,52,Other,R&D,Product Developer,PhD,29,102857,3,2,3,2,False
EMP1809,24,Female,Sales,Sales Manager,PhD,1,76849,1,3,9,2,True
EMP1810,53,Female,Finance,Financial Analyst,Bachelors,28,124204,4,5,37,1,False
EMP1811,26,Female,Sales,Sales Manager,Bachelors,4,117608,2,2,23,3,True
EMP1812,47,Female,R&D,Product Developer,PhD,24,65791,4,3,62,5,False
EMP1813,46,Male,Sales,Sales Manager,High School,22,83574,1,2,17,1,True
EMP1814,46,Female,IT,DevOps Engineer,High School,6,78523,3,1,27,2,True
EMP1815,56,Male,Operations,Operations Associate,Bachelors,7,148865,2,2,9,4,True
EMP1816,32,Male,HR,HR Generalist,PhD,4,65924,2,5,6,1,True
EMP1817,37,Male,IT,Data Scientist,High School,14,101380,5,3,62,3,False
EMP1818,42,Male,IT,Software Engineer,Bachelors,1,155120,1,3,75,5,True
EMP1819,44,Male,Marketing,Marketing Specialist,High School,13,88630,5,1,61,3,False
EMP1820,50,Male,Operations,Operations Associate,High School,10,118944,1,1,20,4,True
EMP1821,53,Other,Marketing,Content Creator,PhD,11,148942,4,5,27,1,False
EMP1822,55,Other,Marketing,Content Creator,Masters,13,92588,4,5,24,4,False
EMP1823,34,Female,Operations,Logistics Manager,PhD,2,119977,1,5,66,5,True
EMP1824,59,Female,IT,Data Scientist,Bachelors,31,199939,3,3,17,1,False
EMP1825,31,Other,R&D,Research Scientist,PhD,10,123420,5,4,76,4,True
EMP1826,35,Female,HR,HR Generalist,Bachelors,9,26194,4,5,30,3,False
EMP1827,35,Male,R&D,Product Developer,Bachelors,4,24797,4,2,29,1,True
EMP1828,59,Other,IT,Software Engineer,Bachelors,7,86820,5,4,61,1,True
EMP1829,43,Female,Finance,Accountant,Masters,11,62284,4,3,6,3,False
EMP1830,32,Other,Marketing,Content Creator,Bachelors,2,56516,5,3,29,5,False
EMP1831,56,Other,Operations,Operations Associate,PhD,2,123242,4,5,38,1,False
EMP1832,51,Other,Finance,Accountant,Bachelors,0,121364,1,1,40,4,True
EMP1833,43,Other,Marketing,Marketing Specialist,Bachelors,23,50604,4,3,17,2,False
EMP1834,45,Female,Operations,Operations Associate,Bachelors,11,30179,5,4,5,5,False
EMP1835,42,Other,HR,HR Manager,High School,4,91900,3,2,11,2,True
EMP1836,58,Female,Sales,Sales Manager,Bachelors,4,55822,5,5,1,4,False
EMP1837,31,Female,Operations,Operations Associate,Masters,6,108056,2,2,26,3,True
EMP1838,25,Female,R&D,Product Developer,PhD,5,109543,5,5,9,4,False
EMP1839,25,Other,HR,HR Generalist,High School,5,86816,3,5,19,1,False
EMP1840,31,Other,HR,HR Generalist,High School,11,61461,5,2,43,3,True
EMP1841,54,Female,R&D,Research Scientist,Masters,16,71719,3,1,25,3,True
EMP1842,58,Female,R&D,Research Scientist,High School,8,34788,1,2,37,5,False
EMP1843,31,Male,Sales,Sales Manager,PhD,4,68784,1,4,18,4,True
EMP1844,57,Other,HR,HR Manager,High School,31,80685,2,3,8,5,True
EMP1845,50,Male,HR,HR Manager,Bachelors,13,144263,3,5,19,3,False
EMP1846,28,Other,Operations,Logistics Manager,High School,4,126694,5,2,1,5,True
EMP1847,23,Female,Sales,Sales Manager,PhD,2,57991,3,3,23,2,True
EMP1848,28,Male,Marketing,Marketing Specialist,Bachelors,7,77790,3,3,4,3,False
EMP1849,52,Female,IT,DevOps Engineer,High School,18,81414,4,1,14,1,True
EMP1850,28,Female,Operations,Logistics Manager,Masters,7,102928,5,3,34,4,False
EMP1851,53,Other,IT,IT Manager,High School,22,159289,2,4,5,1,True
EMP1852,31,Female,HR,HR Manager,PhD,7,108494,1,5,46,1,True
EMP1853,25,Female,Finance,Accountant,PhD,2,117761,4,4,51,1,True
EMP1854,45,Female,R&D,Product Developer,PhD,14,121892,2,1,15,4,True
EMP1855,56,Female,HR,HR Manager,PhD,16,132196,3,3,13,2,True
EMP1856,40,Female,Operations,Operations Associate,Bachelors,11,34388,5,4,17,5,False
EMP1857,22,Female,Marketing,Marketing Specialist,Bachelors,1,61909,4,3,5,2,False
EMP1858,26,Other,HR,HR Manager,Bachelors,1,152150,3,4,5,1,False
EMP1859,30,Male,R&D,Product Developer,High School,8,103377,5,3,63,2,True
EMP1860,38,Other,Operations,Logistics Manager,Masters,14,53500,4,3,35,1,True
EMP1861,28,Male,Operations,Logistics Manager,Masters,4,127399,1,4,1,3,False
EMP1862,26,Female,Finance,Accountant,High School,3,81400,5,2,19,1,False
EMP1863,36,Female,HR,HR Manager,PhD,3,40203,5,1,2,3,False
EMP1864,44,Other,Marketing,Content Creator,Bachelors,23,96084,5,5,25,3,False
EMP1865,35,Male,Finance,Accountant,PhD,1,98880,1,4,77,5,False
EMP1866,58,Other,IT,DevOps Engineer,PhD,6,120160,5,1,15,5,True
EMP1867,30,Male,Operations,Operations Associate,Masters,4,133980,5,1,38,3,True
EMP1868,43,Male,R&D,Product Developer,Bachelors,3,55526,5,5,30,1,True
EMP1869,25,Male,Marketing,Marketing Specialist,Masters,3,135982,5,5,37,2,False
EMP1870,54,Female,Marketing,Content Creator,High School,12,133905,5,5,70,3,True
EMP1871,36,Male,Marketing,Content Creator,Masters,6,120688,4,2,7,1,True
EMP1872,35,Male,IT,DevOps Engineer,Bachelors,2,74987,4,3,0,2,False
EMP1873,44,Female,Marketing,Marketing Specialist,Masters,7,111635,4,4,42,5,False
EMP1874,22,Female,Marketing,Content Creator,Masters,1,75182,2,3,23,3,True
EMP1875,28,Female,Operations,Logistics Manager,High School,7,137742,4,4,26,2,True
EMP1876,46,Female,Operations,Operations Associate,Masters,14,57884,3,5,73,3,True
EMP1877,29,Other,Marketing,Content Creator,High School,6,135728,4,4,34,4,False
EMP1878,32,Other,Operations,Logistics Manager,PhD,1,72749,3,4,32,3,False
EMP1879,26,Other,Sales,Sales Executive,High School,0,94615,5,4,29,4,False
EMP1880,43,Female,Operations,Operations Associate,High School,19,89390,3,3,11,5,False
EMP1881,45,Female,HR,HR Manager,Masters,13,108562,5,5,14,1,False
EMP1882,56,Male,Marketing,Marketing Specialist,High School,5,53645,2,1,12,1,True
EMP1883,58,Female,Operations,Operations Associate,High School,10,147721,3,2,79,4,True
EMP1884,32,Female,Sales,Sales Executive,High School,11,109152,1,5,39,5,True
EMP1885,41,Female,R&D,Research Scientist,Masters,16,115401,2,1,13,4,False
EMP1886,29,Female,Finance,Accountant,High School,6,123022,2,5,27,2,True
EMP1887,60,Other,Operations,Logistics Manager,PhD,32,79153,4,1,71,4,False
EMP1888,39,Female,Finance,Financial Analyst,PhD,2,133398,1,2,3,3,False
EMP1889,50,Other,Operations,Logistics Manager,Masters,21,34191,2,3,20,3,True
EMP1890,56,Other,IT,Data Scientist,Bachelors,4,73998,1,5,12,4,True
EMP1891,29,Male,HR,HR Generalist,High School,5,151944,5,3,24,2,True
EMP1892,41,Other,IT,DevOps Engineer,Bachelors,19,145420,3,3,26,5,False
EMP1893,34,Other,IT,IT Manager,Bachelors,9,228636,4,4,27,3,False
EMP1894,29,Female,Marketing,Content Creator,Masters,2,73876,2,5,37,1,True
EMP1895,30,Male,R&D,Product Developer,PhD,9,106464,4,2,44,1,True
EMP1896,41,Male,Finance,Accountant,High School,0,72274,4,5,42,4,False
EMP1897,60,Other,Operations,Operations Associate,Masters,14,50281,5,1,0,5,False
EMP1898,57,Female,Finance,Accountant,Bachelors,33,48453,1,2,19,1,True
EMP1899,57,Male,Operations,Logistics Manager,Bachelors,7,93355,1,3,7,1,True
EMP1900,29,Other,Finance,Accountant,Masters,0,116707,1,3,69,2,True
EMP1901,40,Female,Finance,Financial Analyst,Masters,16,80301,3,3,25,1,False
EMP1902,36,Female,Operations,Operations Associate,Bachelors,3,63372,2,3,64,4,True
EMP1903,48,Other,HR,HR Generalist,High School,26,48724,5,3,25,2,False
EMP1904,55,Female,Marketing,Content Creator,PhD,17,45091,4,5,45,4,False
EMP1905,37,Female,IT,IT Manager,High School,1,167823,2,3,23,5,True
EMP1906,59,Male,IT,IT Manager,High School,33,55325,1,2,59,2,False
EMP1907,37,Female,Finance,Accountant,Masters,1,106231,3,4,3,1,True
EMP1908,53,Female,R&D,Product Developer,Bachelors,5,89208,4,2,39,3,False
EMP1909,49,Female,Marketing,Content Creator,High School,26,108359,5,2,43,5,False
EMP1910,26,Male,Operations,Logistics Manager,High School,1,66293,2,5,10,2,False
EMP1911,37,Female,IT,Software Engineer,Masters,6,132329,2,2,21,3,True
EMP1912,48,Other,R&D,Research Scientist,PhD,5,148197,1,4,6,5,False
EMP1913,43,Female,Sales,Sales Manager,PhD,21,118136,2,4,38,1,True
EMP1914,45,Male,Sales,Sales Executive,High School,18,60489,5,2,27,3,False
EMP1915,57,Male,HR,HR Generalist,High School,2,98176,5,5,16,4,False
EMP1916,40,Other,Sales,Sales Manager,Masters,12,90524,5,3,16,2,False
EMP1917,56,Male,Operations,Logistics Manager,High School,30,106344,4,1,0,2,True
EMP1918,25,Female,Sales,Sales Manager,PhD,3,118342,2,5,9,2,True
EMP1919,40,Male,Sales,Sales Executive,Masters,2,27563,3,5,32,3,False
EMP1920,24,Male,Operations,Operations Associate,PhD,1,41250,3,5,23,3,False
EMP1921,56,Male,Sales,Sales Executive,High School,9,73624,3,5,31,1,False
EMP1922,44,Other,Sales,Sales Manager,Bachelors,18,104129,4,1,31,2,False
EMP1923,31,Other,Marketing,Marketing Specialist,Bachelors,5,149068,4,2,31,1,True
EMP1924,51,Other,Sales,Sales Executive,Bachelors,27,106220,3,3,30,2,True
EMP1925,23,Other,Finance,Financial Analyst,Bachelors,0,37656,5,5,55,4,False
EMP1926,30,Other,R&D,Research Scientist,Masters,0,115954,4,4,51,3,False
EMP1927,43,Other,Operations,Logistics Manager,PhD,1,153374,2,4,9,5,False
EMP1928,32,Male,IT,Software Engineer,High School,1,105868,4,2,10,1,True
EMP1929,37,Female,Marketing,Content Creator,Bachelors,5,81273,2,1,12,3,True
EMP1930,34,Male,Operations,Operations Associate,Bachelors,2,120428,5,4,5,3,False
EMP1931,58,Other,Marketing,Content Creator,High School,8,116958,2,5,38,3,True
EMP1932,44,Female,HR,HR Generalist,Bachelors,2,125224,1,4,39,5,False
EMP1933,44,Male,Operations,Logistics Manager,Bachelors,7,59099,1,3,20,2,True
EMP1934,48,Male,R&D,Product Developer,High School,15,114272,3,3,63,1,True
EMP1935,44,Female,HR,HR Manager,High School,6,115101,1,1,65,2,True
EMP1936,27,Female,IT,DevOps Engineer,PhD,4,194526,4,3,36,4,False
EMP1937,55,Female,HR,HR Generalist,PhD,29,93334,1,2,38,2,True
EMP1938,53,Male,R&D,Research Scientist,Bachelors,4,88967,3,2,8,1,False
EMP1939,49,Other,Marketing,Content Creator,High School,24,85139,1,1,32,3,True
EMP1940,38,Other,IT,IT Manager,High School,9,202567,4,2,6,5,False
EMP1941,25,Male,IT,Data Scientist,Bachelors,0,62377,1,1,23,4,True
EMP1942,33,Female,Marketing,Marketing Specialist,High School,3,104019,4,3,8,1,False
EMP1943,46,Female,Operations,Operations Associate,PhD,11,141161,1,1,31,4,True
EMP1944,50,Female,Marketing,Content Creator,Bachelors,26,115105,4,3,71,2,False
EMP1945,47,Female,Operations,Operations Associate,Bachelors,26,88916,2,1,18,5,True
EMP1946,29,Other,HR,HR Generalist,Bachelors,0,88752,3,4,17,2,False
EMP1947,33,Other,R&D,Product Developer,PhD,8,108522,1,3,2,1,True
EMP1948,38,Other,Finance,Accountant,PhD,3,49663,2,3,52,4,True
EMP1949,59,Male,HR,HR Manager,High School,37,138198,5,4,36,5,False
EMP1950,51,Other,Marketing,Content Creator,PhD,23,73146,4,3,38,4,False
EMP1951,43,Male,IT,Data Scientist,High School,20,86038,2,5,11,3,True
EMP1952,31,Male,HR,HR Manager,PhD,3,130999,5,5,8,4,False
EMP1953,55,Female,R&D,Research Scientist,High School,35,85166,1,4,18,1,True
EMP1954,33,Female,Finance,Financial Analyst,PhD,5,92494,5,1,9,3,False
EMP1955,25,Other,Sales,Sales Executive,Masters,2,79983,3,2,33,1,True
EMP1956,60,Male,IT,IT Manager,High School,19,97906,3,4,34,1,False
EMP1957,26,Male,IT,Software Engineer,High School,2,146852,3,5,26,3,False
EMP1958,30,Female,Operations,Logistics Manager,High School,3,146787,3,4,38,4,False
EMP1959,48,Male,IT,Data Scientist,Bachelors,24,88881,2,3,41,4,True
EMP1960,45,Male,HR,HR Generalist,PhD,16,33148,5,3,35,4,False
EMP1961,53,Other,Sales,Sales Executive,High School,14,97840,5,1,32,1,False
EMP1962,57,Male,Finance,Financial Analyst,PhD,24,71727,1,1,38,4,True
EMP1963,54,Male,Operations,Logistics Manager,High School,13,98449,3,1,5,3,True
EMP1964,48,Other,Finance,Accountant,PhD,2,85116,3,1,24,2,True
EMP1965,29,Male,Marketing,Content Creator,Masters,2,91248,5,2,10,3,False
EMP1966,34,Male,HR,HR Generalist,Bachelors,12,78205,5,3,20,5,False
EMP1967,52,Other,Operations,Logistics Manager,High School,14,123373,1,2,41,2,True
EMP1968,23,Other,Marketing,Content Creator,PhD,3,100885,5,2,13,5,False
EMP1969,49,Male,Finance,Financial Analyst,Masters,9,116139,3,5,6,1,True
EMP1970,45,Female,Operations,Operations Associate,PhD,7,57343,2,3,39,1,False
EMP1971,42,Female,R&D,Product Developer,PhD,4,27822,4,3,24,1,True
EMP1972,25,Female,IT,DevOps Engineer,Bachelors,2,106482,1,1,10,5,False
EMP1973,27,Female,HR,HR Manager,High School,3,136516,5,1,16,5,True
EMP1974,47,Other,HR,HR Generalist,PhD,26,133314,4,1,20,1,False
EMP1975,26,Male,IT,Software Engineer,Bachelors,4,64576,5,2,26,5,True
EMP1976,42,Other,Marketing,Content Creator,Bachelors,4,115178,2,5,9,1,False
EMP1977,43,Male,Sales,Sales Manager,Bachelors,21,133275,3,5,34,1,False
EMP1978,51,Female,Operations,Logistics Manager,High School,31,76802,3,3,6,2,True
EMP1979,40,Male,HR,HR Manager,Bachelors,10,66424,1,1,54,3,True
EMP1980,47,Male,IT,DevOps Engineer,High School,1,141872,3,2,3,3,False
EMP1981,35,Male,HR,HR Manager,Masters,3,53294,2,3,28,5,True
EMP1982,37,Female,IT,DevOps Engineer,High School,3,156712,2,4,11,3,False
EMP1983,44,Male,Marketing,Content Creator,Masters,13,66229,4,4,36,2,True
EMP1984,27,Female,Marketing,Content Creator,Bachelors,3,119045,4,2,23,2,True
EMP1985,39,Other,IT,Data Scientist,High School,14,175091,4,4,2,5,False
EMP1986,59,Female,IT,IT Manager,Bachelors,12,156163,3,3,31,2,False
EMP1987,37,Male,R&D,Product Developer,Bachelors,12,66992,3,1,12,5,False
EMP1988,57,Female,Operations,Logistics Manager,Bachelors,17,140840,3,5,5,3,False
EMP1989,32,Female,R&D,Research Scientist,PhD,2,85308,1,1,14,4,True
EMP1990,35,Female,HR,HR Manager,PhD,2,112285,1,1,4,3,False
EMP1991,48,Female,Finance,Financial Analyst,PhD,28,119348,3,4,37,4,False
EMP1992,57,Male,Marketing,Content Creator,Masters,14,61020,4,4,33,2,True
EMP1993,48,Male,IT,Data Scientist,PhD,0,85156,2,1,28,2,True
EMP1994,46,Female,R&D,Product Developer,High School,4,104871,4,1,16,3,False
EMP1995,42,Male,Sales,Sales Manager,PhD,6,31429,1,5,30,1,True
EMP1996,39,Female,R&D,Research Scientist,Masters,19,64442,1,5,32,1,False
EMP1997,27,Male,Marketing,Marketing Specialist,Bachelors,0,64292,2,2,34,3,True
EMP1998,33,Male,Operations,Logistics Manager,High School,10,121040,1,1,60,3,True
EMP1999,57,Other,Operations,Logistics Manager,High School,8,66897,2,3,31,2,True
